record_id,timestamp,device_id,employee_id,department,shift,scheduled_start,scheduled_end,event_type,fingerprint_id,fingerprint_match,authentication_time_ms,attempt_number,failed_attempt_count_session,enrollment_status,is_late,is_early_exit,device_status,device_health_score,wifi_rssi_dbm,system_uptime_hr,database_sync_status,alert_type,date,hour,day_of_week,is_weekend,week_of_year,match_success,is_multi_attempt,is_unauthorized,auth_time_zscore,is_device_healthy,is_weak_signal,has_alert,is_sync_failed,checkin_time_zscore,is_unusual_checkin_time,usual_device,is_device_mismatch,prev_event_time,minutes_since_last_event,is_rapid_repeat,anomaly_score
6192,2026-06-22 06:09:43,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,366.4,1,0,Not Applicable,No,No,ONLINE,79.4,-48.9,104.464,SYNCED,No Alert,2026-06-22,6,Monday,False,26,1,0,0,-0.09946342930500301,0,0,0,0,0.912555062594956,0,GATE-01,0,2026-06-20 14:15:58,2393.75,0,0
6209,2026-06-22 13:47:43,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,388.5,1,0,Not Applicable,No,No,ONLINE,82.1,-50.6,112.097,SYNCED,No Alert,2026-06-22,13,Monday,False,26,1,0,0,0.1099328633514774,0,0,0,0,,0,,0,2026-06-22 06:09:43,458.0,0,0
6311,2026-06-23 06:05:07,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,238.6,1,0,Not Applicable,No,No,ONLINE,78.4,-49.8,128.387,SYNCED,No Alert,2026-06-23,6,Tuesday,False,26,1,0,0,-1.3103614474723408,0,0,0,0,0.5931020677097207,0,GATE-01,0,2026-06-22 13:47:43,977.4,0,0
6365,2026-06-23 14:09:14,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,312.1,1,0,Not Applicable,No,No,ONLINE,80.0,-48.2,136.456,SYNCED,No Alert,2026-06-23,14,Tuesday,False,26,1,0,0,-0.6139529628455852,0,0,0,0,,0,,0,2026-06-23 06:05:07,484.1166666666667,0,0
6443,2026-06-24 05:59:44,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,410.6,1,0,Not Applicable,No,No,ONLINE,80.6,-51.6,152.297,SYNCED,No Alert,2026-06-24,5,Wednesday,False,26,1,0,0,0.3193291560079578,0,0,0,0,0.1139225753818678,0,GATE-01,0,2026-06-23 14:09:14,950.5,0,0
6521,2026-06-24 14:33:35,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,348.0,1,0,Not Applicable,No,No,ERROR,77.9,-45.6,160.861,FAILED,Device Error,2026-06-24,14,Wednesday,False,26,1,0,0,-0.27380242409591843,0,0,1,1,,0,,0,2026-06-24 05:59:44,513.85,0,2
6578,2026-06-25 05:48:58,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,254.1,1,0,Not Applicable,No,No,ONLINE,75.9,-45.5,176.118,SYNCED,No Alert,2026-06-25,5,Thursday,False,26,1,0,0,-1.1634997942517324,0,0,0,0,-0.7645731605525292,0,GATE-01,0,2026-06-24 14:33:35,915.3833333333333,0,0
6644,2026-06-25 14:13:10,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,347.3,1,0,Not Applicable,No,No,ONLINE,75.9,-49.6,184.521,SYNCED,No Alert,2026-06-25,14,Thursday,False,26,1,0,0,-0.2804348858542684,0,0,0,0,,0,,0,2026-06-25 05:48:58,504.2,0,0
6728,2026-06-26 05:52:26,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,374.8,1,0,Not Applicable,No,No,ONLINE,78.3,-46.6,200.176,SYNCED,No Alert,2026-06-26,5,Friday,False,26,1,0,0,-0.019873888204802074,0,0,0,0,-0.44512016566729395,0,GATE-01,0,2026-06-25 14:13:10,939.2666666666667,0,0
6792,2026-06-26 14:14:59,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,310.9,1,0,Not Applicable,No,No,ONLINE,76.5,-49.5,208.551,SYNCED,No Alert,2026-06-26,14,Friday,False,26,1,0,0,-0.6253228972884713,0,0,0,0,,0,,0,2026-06-26 05:52:26,502.55,0,0
6875,2026-06-27 05:49:57,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,245.0,1,0,Not Applicable,No,No,ONLINE,77.1,-50.5,224.134,SYNCED,No Alert,2026-06-27,5,Saturday,True,26,1,0,0,-1.2497217971102832,0,0,0,0,-0.6847099118312204,0,GATE-01,0,2026-06-26 14:14:59,934.9666666666667,0,0
6915,2026-06-27 13:52:50,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,315.4,2,1,Not Applicable,No,No,ONLINE,76.3,-53.2,232.182,SYNCED,No Alert,2026-06-27,13,Saturday,True,26,1,1,0,-0.5826856431276496,0,0,0,0,,0,,0,2026-06-27 05:49:57,482.8833333333333,0,1
7050,2026-06-29 05:44:06,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,348.8,1,0,Not Applicable,No,No,ONLINE,76.8,-47.7,272.037,SYNCED,No Alert,2026-06-29,5,Monday,False,27,1,0,0,-0.2662224678006611,0,0,0,0,-1.0840261554377646,0,GATE-01,0,2026-06-27 13:52:50,2391.266666666667,0,0
7088,2026-06-29 14:05:54,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,390.6,1,0,Not Applicable,No,No,ONLINE,75.8,-54.3,280.4,SYNCED,No Alert,2026-06-29,14,Monday,False,27,1,0,0,0.12983024862652776,0,0,0,0,,0,,0,2026-06-29 05:44:06,501.8,0,0
7170,2026-06-30 05:47:08,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,394.3,1,0,Not Applicable,No,No,ONLINE,97.2,-48.8,2.786,SYNCED,No Alert,2026-06-30,5,Tuesday,False,27,1,0,0,0.16488754649209222,1,0,0,0,-0.844436409273838,0,GATE-01,0,2026-06-29 14:05:54,941.2333333333333,0,0
7238,2026-06-30 14:05:01,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,414.1,1,0,Not Applicable,No,No,ONLINE,96.4,-44.0,11.084,SYNCED,No Alert,2026-06-30,14,Tuesday,False,27,1,0,0,0.35249146479970805,1,0,0,0,,0,,0,2026-06-30 05:47:08,497.8833333333333,0,0
7317,2026-07-01 05:47:13,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,226.3,2,1,Not Applicable,No,No,ONLINE,93.2,-50.1,26.787,SYNCED,No Alert,2026-07-01,5,Wednesday,False,27,1,1,0,-1.4269032755119202,1,0,0,0,-0.844436409273838,0,GATE-01,0,2026-06-30 14:05:01,942.2,0,1
7395,2026-07-01 14:27:02,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,378.4,1,0,Not Applicable,No,No,ONLINE,94.4,-49.3,35.451,SYNCED,No Alert,2026-07-01,14,Wednesday,False,27,1,0,0,0.01423591512385501,1,0,0,0,,0,,0,2026-07-01 05:47:13,519.8166666666667,0,0
7484,2026-07-02 06:10:21,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,360.2,2,1,Not Applicable,Yes,No,ONLINE,92.0,-47.0,51.173,SYNCED,Late Arrival,2026-07-02,6,Thursday,False,27,1,1,0,-0.15820809059324623,1,0,1,0,0.9924183113162648,0,GATE-01,0,2026-07-01 14:27:02,943.3166666666667,0,2
7538,2026-07-02 14:37:53,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,290.1,1,0,Not Applicable,No,No,ONLINE,92.9,-50.8,59.632,SYNCED,No Alert,2026-07-02,14,Thursday,False,27,1,0,0,-0.8224017609651582,1,0,0,0,,0,,0,2026-07-02 06:10:21,507.53333333333336,0,0
7616,2026-07-03 06:07:24,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,401.3,1,0,Not Applicable,No,No,ONLINE,95.1,-51.0,75.124,SYNCED,No Alert,2026-07-03,6,Friday,False,27,1,0,0,0.23121216407559272,1,0,0,0,0.7528285651523383,0,GATE-01,0,2026-07-02 14:37:53,929.5166666666667,0,0
7653,2026-07-03 13:53:59,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,322.4,1,0,Not Applicable,No,No,ONLINE,92.3,-45.0,82.9,SYNCED,No Alert,2026-07-03,13,Friday,False,27,1,0,0,-0.5163610255441491,1,0,0,0,,0,,0,2026-07-03 06:07:24,466.5833333333333,0,0
7905,2026-07-06 05:47:16,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,325.2,1,0,Not Applicable,No,No,ONLINE,90.4,-57.5,146.788,SYNCED,No Alert,2026-07-06,5,Monday,False,28,1,0,0,-0.4898311785107488,1,0,0,0,-0.844436409273838,0,GATE-01,0,2026-07-03 13:53:59,3833.2833333333333,0,0
7954,2026-07-06 14:08:07,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,302.5,1,0,Not Applicable,No,No,ONLINE,88.9,-53.2,155.135,SYNCED,No Alert,2026-07-06,14,Monday,False,28,1,0,0,-0.7049124383886718,0,0,0,0,,0,,0,2026-07-06 05:47:16,500.85,0,0
8025,2026-07-07 05:45:45,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,231.0,1,0,Not Applicable,No,No,ONLINE,91.8,-50.1,170.763,SYNCED,No Alert,2026-07-07,5,Tuesday,False,28,1,0,0,-1.3823710322772842,1,0,0,0,-1.0041629067164557,0,GATE-01,0,2026-07-06 14:08:07,937.6333333333333,0,0
8106,2026-07-07 14:23:21,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,340.8,1,0,Not Applicable,No,No,ONLINE,90.7,-48.1,179.389,SYNCED,No Alert,2026-07-07,14,Tuesday,False,28,1,0,0,-0.3420220307532332,1,0,0,0,,0,,0,2026-07-07 05:45:45,517.6,0,0
8168,2026-07-08 05:43:04,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,316.0,1,0,Not Applicable,No,No,ONLINE,89.5,-48.4,194.718,SYNCED,No Alert,2026-07-08,5,Wednesday,False,28,1,0,0,-0.5770006759062065,0,0,0,0,-1.1638894041590733,0,GATE-01,0,2026-07-07 14:23:21,919.7166666666667,0,0
8216,2026-07-08 13:49:43,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,344.3,1,0,Not Applicable,No,No,ONLINE,91.0,-47.7,202.829,SYNCED,No Alert,2026-07-08,13,Wednesday,False,28,1,0,0,-0.30885972196148287,1,0,0,0,,0,,0,2026-07-08 05:43:04,486.65,0,0
8312,2026-07-09 06:06:56,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,300.4,1,0,Not Applicable,No,No,ONLINE,88.1,-45.6,219.116,SYNCED,No Alert,2026-07-09,6,Thursday,False,28,1,0,0,-0.7248098236637222,0,0,0,0,0.6729653164310295,0,GATE-01,0,2026-07-08 13:49:43,977.2166666666667,0,0
8379,2026-07-09 14:35:05,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,390.4,1,0,Not Applicable,No,No,ONLINE,89.1,-46.0,227.585,SYNCED,No Alert,2026-07-09,14,Thursday,False,28,1,0,0,0.12793525955271304,0,0,0,0,,0,,0,2026-07-09 06:06:56,508.15,0,0
8439,2026-07-10 05:42:43,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,260.7,2,1,Not Applicable,No,No,ONLINE,86.5,-47.7,242.712,SYNCED,No Alert,2026-07-10,5,Friday,False,28,1,1,0,-1.1009651548158608,0,0,0,0,-1.2437526528803822,0,GATE-01,0,2026-07-09 14:35:05,907.6333333333333,0,1
8488,2026-07-10 13:49:12,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,356.9,1,0,Not Applicable,No,No,ONLINE,87.6,-49.3,250.82,SYNCED,No Alert,2026-07-10,13,Friday,False,28,1,0,0,-0.18947541031118229,0,0,0,0,,0,,0,2026-07-10 05:42:43,486.48333333333335,0,0
8585,2026-07-11 05:46:26,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,403.6,1,0,Not Applicable,No,No,ONLINE,90.2,-48.2,266.774,SYNCED,No Alert,2026-07-11,5,Saturday,True,28,1,0,0,0.2530045384244573,1,0,0,0,-0.9242996579951469,0,GATE-01,0,2026-07-10 13:49:12,957.2333333333333,0,0
8645,2026-07-11 13:59:22,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,436.7,1,0,Not Applicable,No,No,ONLINE,87.0,-48.7,274.99,SYNCED,No Alert,2026-07-11,13,Saturday,True,28,1,0,0,0.5666252301407237,0,0,0,0,,0,,0,2026-07-11 05:46:26,492.93333333333334,0,0
8752,2026-07-13 05:46:06,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,270.2,1,0,Not Applicable,No,No,ONLINE,84.9,-54.0,314.768,SYNCED,No Alert,2026-07-13,5,Monday,False,29,1,0,0,-1.0109531738096813,0,0,0,0,-0.9242996579951469,0,GATE-01,0,2026-07-11 13:59:22,2386.733333333333,0,0
8809,2026-07-13 14:16:11,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,441.0,1,0,Not Applicable,No,No,ONLINE,83.6,-44.6,323.27,SYNCED,No Alert,2026-07-13,14,Monday,False,29,1,0,0,0.6073674952277313,0,0,0,0,,0,,0,2026-07-13 05:46:06,510.0833333333333,0,0
8887,2026-07-14 06:07:51,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,329.1,1,0,Not Applicable,No,No,ONLINE,85.6,-52.7,339.131,FAILED,Sync Failure,2026-07-14,6,Tuesday,False,29,1,0,0,-0.4528788915713696,0,0,1,1,0.7528285651523383,0,GATE-01,0,2026-07-13 14:16:11,951.6666666666666,0,2
8937,2026-07-14 14:17:34,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,276.0,1,0,Not Applicable,No,No,ONLINE,86.0,-51.3,347.293,SYNCED,No Alert,2026-07-14,14,Tuesday,False,29,1,0,0,-0.9559984906690666,0,0,0,0,,0,,0,2026-07-14 06:07:51,489.71666666666664,0,0
9008,2026-07-15 05:53:42,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,352.1,1,0,Not Applicable,No,No,ONLINE,84.7,-50.8,362.895,SYNCED,No Alert,2026-07-15,5,Wednesday,False,29,1,0,0,-0.23495514808272508,0,0,0,0,-0.3652569169459851,0,GATE-01,0,2026-07-14 14:17:34,936.1333333333333,0,0
9042,2026-07-15 13:02:46,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,320.8,1,0,Not Applicable,No,Yes,ONLINE,85.8,-47.9,370.046,SYNCED,Early Exit,2026-07-15,13,Wednesday,False,29,1,0,0,-0.5315209381346632,0,0,1,0,,0,,0,2026-07-15 05:53:42,429.06666666666666,0,1
9132,2026-07-16 05:31:48,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,448.5,2,1,Not Applicable,No,No,ONLINE,84.4,-52.0,386.53,SYNCED,No Alert,2026-07-16,5,Thursday,False,29,1,1,0,0.6784295854957675,0,0,0,0,-2.122248388814779,1,GATE-01,0,2026-07-15 13:02:46,989.0333333333333,0,2
9192,2026-07-16 13:53:25,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,342.0,1,0,Not Applicable,No,No,ONLINE,84.2,-47.6,394.89,SYNCED,No Alert,2026-07-16,13,Thursday,False,29,1,0,0,-0.3306520963103475,0,0,0,0,,0,,0,2026-07-16 05:31:48,501.6166666666667,0,0
9280,2026-07-17 05:41:59,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,328.1,1,0,Not Applicable,No,No,ONLINE,83.6,-48.8,410.7,SYNCED,No Alert,2026-07-17,5,Friday,False,29,1,0,0,-0.46235383694044113,0,0,0,0,-1.323615901601691,0,GATE-01,0,2026-07-16 13:53:25,948.5666666666667,0,0
9346,2026-07-17 14:21:01,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,246.2,2,1,Not Applicable,No,No,ONLINE,84.6,-47.2,419.35,SYNCED,No Alert,2026-07-17,14,Friday,False,29,1,1,0,-1.2383518626673975,0,0,0,0,,0,,0,2026-07-17 05:41:59,519.0333333333333,0,1
9440,2026-07-18 06:09:14,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,309.2,1,0,Not Applicable,No,No,ONLINE,82.7,-48.4,435.154,SYNCED,No Alert,2026-07-18,6,Saturday,True,29,1,0,0,-0.6414303044158929,0,0,0,0,0.912555062594956,0,GATE-01,0,2026-07-17 14:21:01,948.2166666666667,0,0
9487,2026-07-18 14:12:56,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,341.9,1,0,Not Applicable,No,No,ONLINE,82.3,-46.5,443.216,SYNCED,No Alert,2026-07-18,14,Saturday,True,29,1,0,0,-0.3315995908472548,0,0,0,0,,0,,0,2026-07-18 06:09:14,483.7,0,0
9584,2026-07-20 05:59:46,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,283.1,1,0,Not Applicable,No,No,ONLINE,79.2,-51.2,482.996,SYNCED,No Alert,2026-07-20,5,Monday,False,30,1,0,0,-0.8887263785486588,0,0,0,0,0.1139225753818678,0,GATE-01,0,2026-07-18 14:12:56,2386.8333333333335,0,0
9624,2026-07-20 14:14:22,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,478.7,1,0,Not Applicable,No,No,ONLINE,80.4,-53.7,491.24,SYNCED,No Alert,2026-07-20,14,Monday,False,30,1,0,0,0.9645729356417267,0,0,0,0,,0,,0,2026-07-20 05:59:46,494.6,0,0
9694,2026-07-21 05:37:58,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,220.7,1,0,Not Applicable,No,No,ONLINE,81.6,-51.3,506.633,SYNCED,No Alert,2026-07-21,5,Tuesday,False,30,1,0,0,-1.4799629695787209,0,0,0,0,-1.6430688964869262,0,GATE-01,0,2026-07-20 14:14:22,923.6,0,0
9788,2026-07-21 14:18:26,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,390.9,1,0,Not Applicable,No,No,ONLINE,79.6,-47.8,515.307,SYNCED,No Alert,2026-07-21,14,Tuesday,False,30,1,0,0,0.1326727322372488,0,0,0,0,,0,,0,2026-07-21 05:37:58,520.4666666666667,0,0
9848,2026-07-22 05:47:01,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,349.2,1,0,Not Applicable,No,No,ONLINE,78.2,-48.6,530.784,SYNCED,No Alert,2026-07-22,5,Wednesday,False,30,1,0,0,-0.26243248965303273,0,0,0,0,-0.844436409273838,0,GATE-01,0,2026-07-21 14:18:26,928.5833333333334,0,0
9928,2026-07-22 14:17:32,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,351.7,1,0,Not Applicable,No,No,ONLINE,81.2,-44.7,539.292,SYNCED,No Alert,2026-07-22,14,Wednesday,False,30,1,0,0,-0.238745126230354,0,0,0,0,,0,,0,2026-07-22 05:47:01,510.51666666666665,0,0
42,2026-05-01 14:00:21,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,297.9,2,1,Not Applicable,No,No,ONLINE,94.5,-70.1,14.006,SYNCED,No Alert,2026-05-01,14,Friday,False,18,1,1,0,-0.8011403032675428,1,1,0,0,0.3982651657279357,0,GATE-03,0,,,0,2
81,2026-05-01 21:56:08,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,414.9,1,0,Not Applicable,No,No,ONLINE,92.0,-70.5,21.936,SYNCED,No Alert,2026-05-01,21,Friday,False,18,1,0,0,0.3598713675646328,1,1,0,0,,0,,0,2026-05-01 14:00:21,475.78333333333336,0,1
184,2026-05-02 14:04:35,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,339.3,1,0,Not Applicable,No,No,ONLINE,93.7,-69.1,38.076,SYNCED,No Alert,2026-05-02,14,Saturday,True,18,1,0,0,-0.3903207889730803,1,0,0,0,0.6867722149166781,0,GATE-03,0,2026-05-01 21:56:08,968.45,0,0
226,2026-05-02 22:02:16,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,276.6,2,1,Not Applicable,No,No,ONLINE,95.3,-74.7,46.038,SYNCED,No Alert,2026-05-02,22,Saturday,True,18,1,1,0,-1.012503966419041,1,1,0,0,,0,,0,2026-05-02 14:04:35,477.68333333333334,0,2
313,2026-05-04 13:58:01,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,231.0,1,0,Not Applicable,No,No,ONLINE,95.6,-71.6,85.967,SYNCED,No Alert,2026-05-04,13,Monday,False,19,1,0,0,-1.4650008227433762,1,1,0,0,0.2540116411335645,0,GATE-03,0,2026-05-02 22:02:16,2395.75,0,1
376,2026-05-04 22:12:12,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,416.2,1,0,Not Applicable,No,No,ONLINE,92.0,-73.5,94.204,SYNCED,No Alert,2026-05-04,22,Monday,False,19,1,0,0,0.372771497240546,1,1,0,0,,0,,0,2026-05-04 13:58:01,494.18333333333334,0,1
435,2026-05-05 13:39:02,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,330.0,1,0,Not Applicable,No,No,ONLINE,93.8,-70.8,109.651,SYNCED,No Alert,2026-05-05,13,Tuesday,False,19,1,0,0,-0.4826063320392277,1,1,0,0,-1.1163968425129618,0,GATE-03,0,2026-05-04 22:12:12,926.8333333333334,0,1
501,2026-05-05 21:58:38,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,452.6,1,0,Not Applicable,No,No,ONLINE,93.1,-69.0,117.977,SYNCED,No Alert,2026-05-05,21,Tuesday,False,19,1,0,0,0.733975128166112,1,0,0,0,,0,,0,2026-05-05 13:39:02,499.6,0,0
613,2026-05-06 14:38:32,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,285.3,1,0,Not Applicable,Yes,No,ONLINE,91.8,-68.7,134.642,SYNCED,Late Arrival,2026-05-06,14,Wednesday,False,19,1,0,0,-0.9261723293571613,1,0,1,0,3.139082133020988,1,GATE-03,0,2026-05-05 21:58:38,999.9,0,2
656,2026-05-06 22:29:49,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,301.2,1,0,Not Applicable,No,No,ONLINE,90.1,-67.4,142.497,SYNCED,No Alert,2026-05-06,22,Wednesday,False,19,1,0,0,-0.768393820244071,1,0,0,0,,0,,0,2026-05-06 14:38:32,471.28333333333336,0,0
733,2026-05-07 14:14:38,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,327.5,1,0,Not Applicable,Yes,No,ONLINE,92.0,-70.6,158.244,SYNCED,Late Arrival,2026-05-07,14,Thursday,False,19,1,0,0,-0.5074142737236759,1,1,1,0,1.4080398378885342,0,GATE-03,0,2026-05-06 22:29:49,944.8166666666667,0,2
796,2026-05-07 22:18:04,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,364.0,3,2,Not Applicable,No,No,ONLINE,89.5,-70.3,166.301,SYNCED,No Alert,2026-05-07,22,Thursday,False,19,1,1,0,-0.14521832513073224,0,1,0,0,,0,,0,2026-05-07 14:14:38,483.43333333333334,0,2
850,2026-05-08 13:48:24,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,399.8,2,1,Not Applicable,No,No,ONLINE,92.2,-69.6,181.807,SYNCED,No Alert,2026-05-08,13,Friday,False,19,1,1,0,0.21003139979056604,1,0,0,0,-0.4672559818382914,0,GATE-03,0,2026-05-07 22:18:04,930.3333333333334,0,1
939,2026-05-08 22:28:38,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,446.1,1,0,Not Applicable,No,No,ONLINE,90.5,-67.6,190.477,SYNCED,No Alert,2026-05-08,22,Friday,False,19,1,0,0,0.6694744797865467,1,0,0,0,,0,,0,2026-05-08 13:48:24,520.2333333333333,0,0
1033,2026-05-09 14:23:33,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,336.0,2,1,Not Applicable,Yes,No,ONLINE,91.3,-67.1,206.393,SYNCED,Late Arrival,2026-05-09,14,Saturday,True,19,1,1,0,-0.42306727199655203,1,0,1,0,2.0571806985632044,1,GATE-03,0,2026-05-08 22:28:38,954.9166666666666,0,3
1073,2026-05-09 22:07:29,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,343.1,2,1,Not Applicable,No,No,ONLINE,88.6,-69.9,214.125,SYNCED,No Alert,2026-05-09,22,Saturday,True,19,1,1,0,-0.35261271761271895,0,0,0,0,,0,,0,2026-05-09 14:23:33,463.93333333333334,0,1
1156,2026-05-11 13:53:58,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,298.1,1,0,Not Applicable,No,No,ONLINE,85.5,-74.2,253.9,SYNCED,No Alert,2026-05-11,13,Monday,False,20,1,0,0,-0.7991556679327865,0,1,0,0,-0.10662217035236346,0,GATE-03,0,2026-05-09 22:07:29,2386.483333333333,0,1
1216,2026-05-11 22:14:44,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,388.4,1,0,Not Applicable,No,No,ONLINE,89.5,-65.7,262.246,SYNCED,No Alert,2026-05-11,22,Monday,False,20,1,0,0,0.09690718570948191,0,0,0,0,,0,,0,2026-05-11 13:53:58,500.76666666666665,0,0
1294,2026-05-12 13:55:00,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,433.4,1,0,Not Applicable,No,No,ONLINE,87.4,-66.9,277.917,SYNCED,No Alert,2026-05-12,13,Tuesday,False,20,1,0,0,0.5434501360295494,0,0,0,0,0.03763135424200774,0,GATE-03,0,2026-05-11 22:14:44,940.2666666666667,0,0
1362,2026-05-12 22:06:17,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-Out,1009,Yes,390.2,2,1,Not Applicable,No,No,ONLINE,88.5,-71.2,286.105,SYNCED,No Alert,2026-05-12,22,Tuesday,False,20,1,1,0,0.11476890372228472,0,1,0,0,,0,,0,2026-05-12 13:55:00,491.28333333333336,0,2
