record_id,timestamp,device_id,employee_id,department,shift,scheduled_start,scheduled_end,event_type,fingerprint_id,fingerprint_match,authentication_time_ms,attempt_number,failed_attempt_count_session,enrollment_status,is_late,is_early_exit,device_status,device_health_score,wifi_rssi_dbm,system_uptime_hr,database_sync_status,alert_type,date,hour
1384,2026-05-13 05:54:29,GATE-01,E1042,Security,Morning,06:00:00,14:00:00,Check-In,1042,Yes,375.6,1,0,Not Applicable,No,No,ONLINE,85.4,-51.1,293.908,SYNCED,No Alert,2026-05-13,5
1385,2026-05-13 05:57:29,GATE-02,E1028,Production,Morning,06:00:00,14:00:00,Check-In,1028,Yes,427.6,1,0,Not Applicable,No,No,ONLINE,87.4,-57.7,118.212,SYNCED,No Alert,2026-05-13,5
1386,2026-05-13 06:00:08,GATE-01,E1053,Quality Control,Morning,06:00:00,14:00:00,Check-In,1053,Yes,417.3,1,0,Not Applicable,No,No,ONLINE,85.8,-51.8,294.002,SYNCED,No Alert,2026-05-13,6
1387,2026-05-13 06:00:44,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-Out,1025,Yes,328.0,1,0,Not Applicable,No,No,ONLINE,87.7,-53.7,118.266,SYNCED,No Alert,2026-05-13,6
1388,2026-05-13 06:04:18,GATE-02,E1033,Production,Morning,06:00:00,14:00:00,Check-In,1033,Yes,433.0,1,0,Not Applicable,No,No,ONLINE,90.3,-64.0,118.326,SYNCED,No Alert,2026-05-13,6
1389,2026-05-13 06:04:21,GATE-02,E1044,Maintenance,Night,22:00:00,06:00:00,Check-Out,1044,Yes,336.6,1,0,Not Applicable,No,No,ONLINE,88.2,-58.8,118.327,SYNCED,No Alert,2026-05-13,6
1390,2026-05-13 06:07:35,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,520.4,1,1,Not Applicable,No,No,ONLINE,88.9,-70.0,294.127,SYNCED,Unknown Fingerprint,2026-05-13,6
1391,2026-05-13 06:07:40,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-Out,1038,Yes,319.9,2,1,Not Applicable,No,No,ONLINE,88.2,-77.3,294.128,SYNCED,No Alert,2026-05-13,6
1392,2026-05-13 06:10:05,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-Out,1049,Yes,335.7,1,0,Not Applicable,No,No,ONLINE,84.8,-58.2,118.422,SYNCED,No Alert,2026-05-13,6
1393,2026-05-13 06:11:36,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-In,1008,Yes,372.0,1,0,Not Applicable,Yes,No,ONLINE,86.8,-48.5,294.193,SYNCED,Late Arrival,2026-05-13,6
1394,2026-05-13 06:11:44,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-In,1005,Yes,338.5,1,0,Not Applicable,Yes,No,ONLINE,86.7,-65.0,118.45,SYNCED,Late Arrival,2026-05-13,6
1395,2026-05-13 06:14:22,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,489.2,1,1,Not Applicable,No,No,ONLINE,87.8,-65.8,118.494,SYNCED,Unknown Fingerprint,2026-05-13,6
1396,2026-05-13 06:14:28,GATE-02,E1059,Production,Morning,06:00:00,14:00:00,Check-In,1059,Yes,339.4,2,1,Not Applicable,Yes,No,ONLINE,85.9,-58.7,118.495,SYNCED,Late Arrival,2026-05-13,6
1397,2026-05-13 06:17:25,GATE-01,E1011,Security,Morning,06:00:00,14:00:00,Check-In,1011,Yes,384.6,1,0,Not Applicable,Yes,No,ONLINE,87.9,-48.5,294.29,SYNCED,Late Arrival,2026-05-13,6
1398,2026-05-13 06:17:37,GATE-01,E1050,Quality Control,Morning,06:00:00,14:00:00,Check-In,1050,Yes,235.0,1,0,Not Applicable,Yes,No,ONLINE,87.3,-51.8,294.294,SYNCED,Late Arrival,2026-05-13,6
1399,2026-05-13 06:17:42,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,704.1,1,1,Not Applicable,No,No,ONLINE,88.6,-60.3,118.549,SYNCED,Unknown Fingerprint,2026-05-13,6
1400,2026-05-13 06:17:46,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-Out,1047,Yes,323.4,2,1,Not Applicable,No,No,ONLINE,85.7,-59.6,118.55,SYNCED,No Alert,2026-05-13,6
1401,2026-05-13 06:18:50,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-Out,1035,Yes,350.1,1,0,Not Applicable,No,No,ONLINE,88.3,-58.4,118.568,SYNCED,No Alert,2026-05-13,6
1402,2026-05-13 06:19:05,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-Out,1012,Yes,370.8,1,0,Not Applicable,No,No,ONLINE,88.1,-59.0,118.572,SYNCED,No Alert,2026-05-13,6
1403,2026-05-13 06:22:01,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-Out,1057,Yes,377.1,1,0,Not Applicable,No,No,ONLINE,86.2,-57.7,118.621,SYNCED,No Alert,2026-05-13,6
1404,2026-05-13 06:22:28,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-Out,1001,Yes,341.6,1,0,Not Applicable,No,No,ONLINE,85.9,-62.3,118.629,FAILED,Sync Failure,2026-05-13,6
1405,2026-05-13 06:22:32,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-Out,1006,Yes,400.3,1,0,Not Applicable,No,No,ONLINE,84.5,-53.5,118.63,SYNCED,No Alert,2026-05-13,6
1406,2026-05-13 06:24:20,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-Out,1046,Yes,221.5,1,0,Not Applicable,No,No,ONLINE,89.1,-74.7,294.406,SYNCED,No Alert,2026-05-13,6
1407,2026-05-13 06:32:21,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-Out,1013,Yes,429.9,1,0,Not Applicable,No,No,ONLINE,87.3,-58.5,118.793,SYNCED,No Alert,2026-05-13,6
1408,2026-05-13 06:39:09,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,537.8,1,1,Not Applicable,No,No,ONLINE,88.2,-60.8,118.907,SYNCED,Unknown Fingerprint,2026-05-13,6
1409,2026-05-13 06:39:12,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,599.5,2,2,Not Applicable,No,No,ONLINE,87.1,-63.7,118.908,SYNCED,Unknown Fingerprint,2026-05-13,6
1410,2026-05-13 06:39:17,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-Out,1022,Yes,363.7,3,2,Not Applicable,No,No,ONLINE,85.0,-62.8,118.909,SYNCED,No Alert,2026-05-13,6
1411,2026-05-13 06:39:57,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-Out,1020,Yes,263.4,1,0,Not Applicable,No,No,ONLINE,85.3,-60.4,118.92,SYNCED,No Alert,2026-05-13,6
1412,2026-05-13 06:56:53,GATE-02,E1036,Production,Night,22:00:00,06:00:00,Check-Out,1036,Yes,356.6,1,0,Not Applicable,No,No,ONLINE,86.6,-57.9,119.202,SYNCED,No Alert,2026-05-13,6
1413,2026-05-13 09:10:35,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-In,1034,Yes,363.7,1,0,Not Applicable,No,No,ONLINE,86.3,-51.1,297.177,SYNCED,No Alert,2026-05-13,9
1414,2026-05-13 09:17:55,GATE-01,E1030,Admin/HR,General,09:30:00,18:30:00,Check-In,1030,Yes,357.0,1,0,Not Applicable,No,No,ONLINE,88.2,-43.8,297.299,SYNCED,No Alert,2026-05-13,9
1415,2026-05-13 09:19:08,GATE-01,E1004,Admin/HR,General,09:30:00,18:30:00,Check-In,1004,Yes,355.9,1,0,Not Applicable,No,No,ONLINE,90.4,-50.7,297.319,SYNCED,No Alert,2026-05-13,9
1416,2026-05-13 09:23:27,GATE-01,E1026,Admin/HR,General,09:30:00,18:30:00,Check-In,1026,Yes,446.9,1,0,Not Applicable,No,No,ONLINE,86.8,-57.5,297.391,SYNCED,No Alert,2026-05-13,9
1417,2026-05-13 09:39:38,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-In,1014,Yes,366.2,1,0,Not Applicable,No,No,ONLINE,90.0,-54.0,297.661,SYNCED,No Alert,2026-05-13,9
1418,2026-05-13 09:39:45,GATE-01,E1055,Admin/HR,General,09:30:00,18:30:00,Check-In,1055,Yes,352.3,1,0,Not Applicable,No,No,ONLINE,89.4,-46.4,297.663,SYNCED,No Alert,2026-05-13,9
1419,2026-05-13 12:20:22,HR-ENROLL-01,E1064,Admin/HR,Unknown,Not Scheduled,Not Scheduled,Enrollment,1064,Yes,526.9,1,0,SUCCESS,No,No,ONLINE,97.2,-46.5,300.34,SYNCED,No Alert,2026-05-13,12
1420,2026-05-13 13:29:00,GATE-01,E1048,Security,Afternoon,14:00:00,22:00:00,Check-In,1048,Yes,257.9,1,0,Not Applicable,No,No,ONLINE,86.8,-49.8,301.483,SYNCED,No Alert,2026-05-13,13
1421,2026-05-13 13:32:13,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-In,1051,Yes,350.0,1,0,Not Applicable,No,No,ONLINE,88.6,-54.5,125.791,SYNCED,No Alert,2026-05-13,13
1422,2026-05-13 13:37:02,GATE-01,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,632.7,1,1,Not Applicable,No,No,ONLINE,87.1,-47.3,301.617,SYNCED,Unknown Fingerprint,2026-05-13,13
1423,2026-05-13 13:37:06,GATE-01,E1017,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1017,Yes,361.6,2,1,Not Applicable,No,No,ONLINE,87.4,-48.6,301.619,SYNCED,No Alert,2026-05-13,13
1424,2026-05-13 13:42:04,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,310.8,1,1,Not Applicable,No,No,ONLINE,86.6,-58.4,125.955,SYNCED,Unknown Fingerprint,2026-05-13,13
1425,2026-05-13 13:42:09,GATE-02,E1045,Production,Morning,06:00:00,14:00:00,Check-Out,1045,Yes,239.2,2,1,Not Applicable,No,Yes,ONLINE,89.3,-63.1,125.957,SYNCED,Early Exit,2026-05-13,13
1426,2026-05-13 13:42:41,GATE-02,E1016,Packing,Afternoon,14:00:00,22:00:00,Check-In,1016,Yes,287.0,1,0,Not Applicable,No,No,ONLINE,87.1,-58.5,125.966,SYNCED,No Alert,2026-05-13,13
1427,2026-05-13 13:43:19,GATE-01,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,411.2,1,1,Not Applicable,No,No,ONLINE,88.3,-50.1,301.722,SYNCED,Unknown Fingerprint,2026-05-13,13
1428,2026-05-13 13:43:23,GATE-01,E1008,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1008,Yes,327.7,2,1,Not Applicable,No,Yes,ONLINE,86.8,-47.2,301.723,SYNCED,Early Exit,2026-05-13,13
1429,2026-05-13 13:46:43,GATE-02,E1041,Production,Afternoon,14:00:00,22:00:00,Check-In,1041,Yes,340.3,1,0,Not Applicable,No,No,ONLINE,86.0,-57.9,126.033,SYNCED,No Alert,2026-05-13,13
1430,2026-05-13 13:47:58,GATE-02,E1058,Maintenance,Morning,06:00:00,14:00:00,Check-Out,1058,Yes,345.0,1,0,Not Applicable,No,No,ONLINE,87.1,-60.5,126.054,SYNCED,No Alert,2026-05-13,13
1431,2026-05-13 13:48:11,GATE-03,E1009,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1009,Yes,259.1,1,0,Not Applicable,No,No,ONLINE,85.2,-68.7,301.803,SYNCED,No Alert,2026-05-13,13
1432,2026-05-13 13:50:27,GATE-01,E1011,Security,Morning,06:00:00,14:00:00,Check-Out,1011,Yes,317.9,1,0,Not Applicable,No,No,ONLINE,88.6,-45.5,301.841,FAILED,Sync Failure,2026-05-13,13
1433,2026-05-13 13:50:57,GATE-01,E1039,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1039,Yes,326.8,1,0,Not Applicable,No,No,ONLINE,87.2,-53.4,301.849,SYNCED,No Alert,2026-05-13,13
1434,2026-05-13 13:52:48,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-In,1003,Yes,334.6,1,0,Not Applicable,No,No,ONLINE,87.5,-61.7,126.134,SYNCED,No Alert,2026-05-13,13
1435,2026-05-13 13:53:14,GATE-02,E1033,Production,Morning,06:00:00,14:00:00,Check-Out,1033,Yes,254.1,1,0,Not Applicable,No,No,ONLINE,85.0,-58.9,126.141,SYNCED,No Alert,2026-05-13,13
1436,2026-05-13 13:53:17,GATE-01,E1056,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1056,Yes,337.4,1,0,Not Applicable,No,No,ONLINE,89.2,-50.9,301.888,SYNCED,No Alert,2026-05-13,13
1437,2026-05-13 13:54:02,GATE-02,E1059,Production,Morning,06:00:00,14:00:00,Check-Out,1059,Yes,292.9,1,0,Not Applicable,No,No,ONLINE,86.1,-54.4,126.155,SYNCED,No Alert,2026-05-13,13
1438,2026-05-13 13:57:24,GATE-02,E1021,Production,Afternoon,14:00:00,22:00:00,Check-In,1021,Yes,357.1,1,0,Not Applicable,No,No,ONLINE,86.1,-55.9,126.211,SYNCED,No Alert,2026-05-13,13
1439,2026-05-13 13:58:45,GATE-02,E1060,Packing,Morning,06:00:00,14:00:00,Check-Out,1060,Yes,293.0,1,0,Not Applicable,No,No,ONLINE,86.8,-61.0,126.234,SYNCED,No Alert,2026-05-13,13
1440,2026-05-13 14:00:11,GATE-02,E1027,Production,Afternoon,14:00:00,22:00:00,Check-In,1027,Yes,381.9,1,0,Not Applicable,No,No,ONLINE,88.4,-65.8,126.257,SYNCED,No Alert,2026-05-13,14
1441,2026-05-13 14:00:20,GATE-02,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,695.6,1,1,Not Applicable,No,No,ONLINE,86.7,-61.5,126.26,SYNCED,Unknown Fingerprint,2026-05-13,14
1442,2026-05-13 14:00:23,GATE-02,E1005,Production,Morning,06:00:00,14:00:00,Check-Out,1005,Yes,359.2,2,1,Not Applicable,No,No,ONLINE,87.3,-55.1,126.261,SYNCED,No Alert,2026-05-13,14
1443,2026-05-13 14:00:39,GATE-01,E1032,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1032,Yes,320.9,1,0,Not Applicable,No,No,ONLINE,85.7,-55.9,302.011,SYNCED,No Alert,2026-05-13,14
1444,2026-05-13 14:01:23,GATE-01,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,435.9,1,1,Not Applicable,No,No,ONLINE,85.4,-44.4,302.023,SYNCED,Unknown Fingerprint,2026-05-13,14
1445,2026-05-13 14:01:28,GATE-01,E1042,Security,Morning,06:00:00,14:00:00,Check-Out,1042,Yes,281.1,2,1,Not Applicable,No,No,ONLINE,85.8,-47.9,302.025,SYNCED,No Alert,2026-05-13,14
1446,2026-05-13 14:03:38,GATE-02,E1015,Production,Morning,06:00:00,14:00:00,Check-Out,1015,Yes,270.4,1,0,Not Applicable,No,No,ONLINE,87.6,-57.9,126.315,SYNCED,No Alert,2026-05-13,14
1447,2026-05-13 14:03:45,GATE-01,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,632.1,1,1,Not Applicable,No,No,ONLINE,85.7,-51.5,302.063,SYNCED,Unknown Fingerprint,2026-05-13,14
1448,2026-05-13 14:03:47,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-In,1029,Yes,373.2,2,1,Not Applicable,No,No,ONLINE,87.6,-47.9,302.063,SYNCED,No Alert,2026-05-13,14
1449,2026-05-13 14:04:32,GATE-02,E1040,Production,Morning,06:00:00,14:00:00,Check-Out,1040,Yes,334.9,1,0,Not Applicable,No,No,ONLINE,84.2,-62.1,126.33,SYNCED,No Alert,2026-05-13,14
1450,2026-05-13 14:06:07,GATE-01,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,663.4,1,1,Not Applicable,No,No,ONLINE,85.0,-48.8,302.102,SYNCED,Unknown Fingerprint,2026-05-13,14
1451,2026-05-13 14:06:11,GATE-01,UNVERIFIED,Unknown,Unknown,06:00:00,14:00:00,Check-In/Out Attempt,0,No,360.1,2,2,Not Applicable,No,No,ONLINE,88.4,-46.1,302.103,SYNCED,Unknown Fingerprint,2026-05-13,14
1452,2026-05-13 14:06:14,GATE-01,E1053,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1053,Yes,225.9,3,2,Not Applicable,No,No,ONLINE,86.9,-51.1,302.104,SYNCED,No Alert,2026-05-13,14
1453,2026-05-13 14:07:01,GATE-02,E1028,Production,Morning,06:00:00,14:00:00,Check-Out,1028,Yes,406.3,1,0,Not Applicable,No,No,ONLINE,85.9,-62.7,126.371,SYNCED,No Alert,2026-05-13,14
1454,2026-05-13 14:08:21,GATE-03,E1002,Warehouse,Afternoon,14:00:00,22:00:00,Check-In,1002,Yes,483.6,1,0,Not Applicable,No,No,ONLINE,85.5,-69.0,302.139,SYNCED,No Alert,2026-05-13,14
1455,2026-05-13 14:13:40,GATE-02,E1054,Production,Afternoon,14:00:00,22:00:00,Check-In,1054,Yes,390.6,1,0,Not Applicable,Yes,No,ONLINE,85.3,-60.8,126.482,SYNCED,Late Arrival,2026-05-13,14
1456,2026-05-13 14:14:50,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-In,1052,Yes,403.2,1,0,Not Applicable,Yes,No,ONLINE,85.3,-67.2,302.247,SYNCED,Late Arrival,2026-05-13,14
1457,2026-05-13 14:24:44,GATE-02,E1018,Production,Afternoon,14:00:00,22:00:00,Check-In,1018,Yes,345.0,1,0,Not Applicable,Yes,No,ONLINE,87.5,-61.3,126.667,SYNCED,Late Arrival,2026-05-13,14
1458,2026-05-13 14:44:22,GATE-01,E1050,Quality Control,Morning,06:00:00,14:00:00,Check-Out,1050,Yes,285.8,1,0,Not Applicable,No,No,ONLINE,87.8,-52.2,302.739,SYNCED,No Alert,2026-05-13,14
1459,2026-05-13 18:28:16,GATE-01,UNVERIFIED,Unknown,Unknown,09:30:00,18:30:00,Check-In/Out Attempt,0,No,626.0,1,1,Not Applicable,No,No,ONLINE,86.6,-52.6,306.471,SYNCED,Unknown Fingerprint,2026-05-13,18
1460,2026-05-13 18:28:21,GATE-01,E1014,Admin/HR,General,09:30:00,18:30:00,Check-Out,1014,Yes,371.4,2,1,Not Applicable,No,No,ONLINE,86.2,-55.8,306.473,SYNCED,No Alert,2026-05-13,18
1461,2026-05-13 18:35:42,GATE-01,E1034,Admin/HR,General,09:30:00,18:30:00,Check-Out,1034,Yes,305.5,1,0,Not Applicable,No,No,ONLINE,86.0,-43.9,306.595,SYNCED,No Alert,2026-05-13,18
1462,2026-05-13 18:45:56,GATE-01,UNVERIFIED,Unknown,Unknown,09:30:00,18:30:00,Check-In/Out Attempt,0,No,415.4,1,1,Not Applicable,No,No,ONLINE,87.1,-46.0,306.766,SYNCED,Unknown Fingerprint,2026-05-13,18
1463,2026-05-13 18:46:00,GATE-01,E1004,Admin/HR,General,09:30:00,18:30:00,Check-Out,1004,Yes,242.0,2,1,Not Applicable,No,No,ONLINE,89.8,-45.2,306.767,SYNCED,No Alert,2026-05-13,18
1464,2026-05-13 18:49:11,GATE-01,E1055,Admin/HR,General,09:30:00,18:30:00,Check-Out,1055,Yes,263.7,1,0,Not Applicable,No,No,ONLINE,83.9,-54.0,306.82,SYNCED,No Alert,2026-05-13,18
1465,2026-05-13 18:58:23,GATE-01,E1030,Admin/HR,General,09:30:00,18:30:00,Check-Out,1030,Yes,349.5,1,0,Not Applicable,No,No,ONLINE,87.5,-41.7,306.973,SYNCED,No Alert,2026-05-13,18
1466,2026-05-13 19:04:42,GATE-01,E1026,Admin/HR,General,09:30:00,18:30:00,Check-Out,1026,Yes,404.2,1,0,Not Applicable,No,No,ONLINE,87.1,-42.8,307.079,SYNCED,No Alert,2026-05-13,19
1467,2026-05-13 21:29:52,GATE-02,E1001,Production,Night,22:00:00,06:00:00,Check-In,1001,Yes,340.5,1,0,Not Applicable,No,No,ONLINE,85.5,-55.1,133.752,SYNCED,No Alert,2026-05-13,21
1468,2026-05-13 21:34:10,GATE-02,E1018,Production,Afternoon,14:00:00,22:00:00,Check-Out,1018,Yes,350.6,1,0,Not Applicable,No,Yes,ONLINE,88.5,-57.2,133.824,SYNCED,Early Exit,2026-05-13,21
1469,2026-05-13 21:37:23,GATE-02,E1006,Production,Night,22:00:00,06:00:00,Check-In,1006,Yes,276.1,1,0,Not Applicable,No,No,ONLINE,87.7,-62.7,133.877,SYNCED,No Alert,2026-05-13,21
1470,2026-05-13 21:38:00,GATE-02,E1057,Packing,Night,22:00:00,06:00:00,Check-In,1057,Yes,269.4,1,0,Not Applicable,No,No,ONLINE,87.0,-56.5,133.888,SYNCED,No Alert,2026-05-13,21
1471,2026-05-13 21:42:56,GATE-03,E1007,Warehouse,Night,22:00:00,06:00:00,Check-In,1007,Yes,341.1,1,0,Not Applicable,No,No,ONLINE,86.3,-67.7,309.716,SYNCED,No Alert,2026-05-13,21
1472,2026-05-13 21:45:51,GATE-03,E1019,Security,Night,22:00:00,06:00:00,Check-In,1019,Yes,328.3,1,0,Not Applicable,No,No,ONLINE,84.6,-65.4,309.764,SYNCED,No Alert,2026-05-13,21
1473,2026-05-13 21:45:58,GATE-01,E1056,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1056,Yes,386.9,1,0,Not Applicable,No,No,ONLINE,85.8,-50.5,309.766,SYNCED,No Alert,2026-05-13,21
1474,2026-05-13 21:47:03,GATE-01,E1032,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1032,Yes,369.1,1,0,Not Applicable,No,No,ONLINE,86.9,-42.4,309.784,SYNCED,No Alert,2026-05-13,21
1475,2026-05-13 21:47:26,GATE-02,E1024,Production,Night,22:00:00,06:00:00,Check-In,1024,Yes,377.5,1,0,Not Applicable,No,No,ONLINE,85.8,-59.9,134.045,SYNCED,No Alert,2026-05-13,21
1476,2026-05-13 21:48:37,GATE-02,E1022,Production,Night,22:00:00,06:00:00,Check-In,1022,Yes,377.4,1,0,Not Applicable,No,No,ONLINE,87.7,-60.3,134.065,SYNCED,No Alert,2026-05-13,21
1477,2026-05-13 21:48:40,GATE-01,E1048,Security,Afternoon,14:00:00,22:00:00,Check-Out,1048,Yes,330.6,1,0,Not Applicable,No,No,ONLINE,86.1,-54.8,309.811,SYNCED,No Alert,2026-05-13,21
1478,2026-05-13 21:50:07,GATE-02,E1049,Production,Night,22:00:00,06:00:00,Check-In,1049,Yes,407.6,1,0,Not Applicable,No,No,ONLINE,86.6,-60.4,134.089,SYNCED,No Alert,2026-05-13,21
1479,2026-05-13 21:50:18,GATE-02,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,530.6,1,1,Not Applicable,No,No,ONLINE,84.8,-56.6,134.093,SYNCED,Unknown Fingerprint,2026-05-13,21
1480,2026-05-13 21:50:22,GATE-02,E1025,Production,Night,22:00:00,06:00:00,Check-In,1025,Yes,426.3,1,0,Not Applicable,No,No,ONLINE,84.0,-66.0,134.094,SYNCED,No Alert,2026-05-13,21
1481,2026-05-13 21:50:22,GATE-02,E1023,Packing,Night,22:00:00,06:00:00,Check-In,1023,Yes,318.8,2,1,Not Applicable,No,No,ONLINE,85.6,-58.3,134.094,SYNCED,No Alert,2026-05-13,21
1482,2026-05-13 21:53:38,GATE-01,E1017,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1017,Yes,312.8,1,0,Not Applicable,No,No,ONLINE,86.0,-46.2,309.894,SYNCED,No Alert,2026-05-13,21
1483,2026-05-13 21:54:09,GATE-01,E1029,Quality Control,Afternoon,14:00:00,22:00:00,Check-Out,1029,Yes,335.3,1,0,Not Applicable,No,No,ONLINE,88.5,-52.4,309.903,SYNCED,No Alert,2026-05-13,21
1484,2026-05-13 21:55:31,GATE-02,E1012,Packing,Night,22:00:00,06:00:00,Check-In,1012,Yes,324.9,1,0,Not Applicable,No,No,ONLINE,88.9,-62.3,134.179,SYNCED,No Alert,2026-05-13,21
1485,2026-05-13 21:55:51,GATE-02,E1013,Security,Night,22:00:00,06:00:00,Check-In,1013,Yes,350.0,1,0,Not Applicable,No,No,ONLINE,85.9,-64.6,134.185,SYNCED,No Alert,2026-05-13,21
1486,2026-05-13 21:57:17,GATE-03,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,442.6,1,1,Not Applicable,No,No,ONLINE,85.7,-66.8,309.955,SYNCED,Unknown Fingerprint,2026-05-13,21
1487,2026-05-13 21:57:22,GATE-03,E1052,Security,Afternoon,14:00:00,22:00:00,Check-Out,1052,Yes,356.8,2,1,Not Applicable,No,No,ONLINE,86.6,-66.9,309.956,SYNCED,No Alert,2026-05-13,21
1488,2026-05-13 22:00:06,GATE-02,E1035,Packing,Night,22:00:00,06:00:00,Check-In,1035,Yes,316.5,1,0,Not Applicable,No,No,ONLINE,87.4,-55.2,134.256,SYNCED,No Alert,2026-05-13,22
1489,2026-05-13 22:00:18,GATE-02,E1051,Maintenance,Afternoon,14:00:00,22:00:00,Check-Out,1051,Yes,434.8,1,0,Not Applicable,No,No,ONLINE,87.5,-55.0,134.259,SYNCED,No Alert,2026-05-13,22
1490,2026-05-13 22:00:56,GATE-02,E1020,Production,Night,22:00:00,06:00:00,Check-In,1020,Yes,357.7,1,0,Not Applicable,No,No,ONLINE,88.3,-64.1,134.27,SYNCED,No Alert,2026-05-13,22
1491,2026-05-13 22:02:11,GATE-03,E1038,Warehouse,Night,22:00:00,06:00:00,Check-In,1038,Yes,263.5,1,0,Not Applicable,No,No,ONLINE,85.8,-67.7,310.037,SYNCED,No Alert,2026-05-13,22
1492,2026-05-13 22:07:03,GATE-02,E1054,Production,Afternoon,14:00:00,22:00:00,Check-Out,1054,Yes,341.2,1,0,Not Applicable,No,No,ONLINE,87.2,-58.3,134.372,SYNCED,No Alert,2026-05-13,22
1493,2026-05-13 22:07:05,GATE-02,E1047,Production,Night,22:00:00,06:00:00,Check-In,1047,Yes,255.7,1,0,Not Applicable,No,No,ONLINE,87.2,-59.6,134.372,SYNCED,No Alert,2026-05-13,22
1494,2026-05-13 22:08:25,GATE-03,UNVERIFIED,Unknown,Unknown,22:00:00,06:00:00,Check-In/Out Attempt,0,No,573.8,1,1,Not Applicable,No,No,ONLINE,85.1,-65.0,310.14,SYNCED,Unknown Fingerprint,2026-05-13,22
1495,2026-05-13 22:08:30,GATE-03,E1046,Warehouse,Night,22:00:00,06:00:00,Check-In,1046,Yes,388.2,2,1,Not Applicable,No,No,ONLINE,88.5,-74.8,310.142,SYNCED,No Alert,2026-05-13,22
1496,2026-05-13 22:09:46,GATE-02,UNVERIFIED,Unknown,Unknown,14:00:00,22:00:00,Check-In/Out Attempt,0,No,601.2,1,1,Not Applicable,No,No,ONLINE,86.7,-63.3,134.417,SYNCED,Unknown Fingerprint,2026-05-13,22
1497,2026-05-13 22:09:51,GATE-02,E1016,Packing,Afternoon,14:00:00,22:00:00,Check-Out,1016,Yes,385.0,2,1,Not Applicable,No,No,ONLINE,88.3,-60.1,134.418,SYNCED,No Alert,2026-05-13,22
1498,2026-05-13 22:10:47,GATE-02,E1003,Production,Afternoon,14:00:00,22:00:00,Check-Out,1003,Yes,347.9,1,0,Not Applicable,No,No,ONLINE,87.6,-57.1,134.434,SYNCED,No Alert,2026-05-13,22
